2917	2363	3.2349
2781	2781	3.48867
2835	1999	3.57643
2836	2406	3.42965
2917	2781	3.47905
2926	2679	3.36774
2917	2781	3.4718
2782	2781	3.23563
2781	2415	3.27652
2836	2481	3.47402
2781	2781	3.48648
2781	2781	3.22911
2917	2628	3.36678
2836	2781	3.38184
2836	2536	3.26136
2835	2426	3.33723
2781	2446	3.35367
2926	2781	3.41186
2781	1960	3.33095
2782	2281	3.32836
2836	2781	3.53907
2781	2781	3.34127
2782	2781	3.31889
2781	2437	3.37211
2781	2679	3.08277
2782	2213	3.32837
2835	2781	3.18103
2781	2430	3.484
2781	1729	3.39439
2836	1864	3.33157
