1288	1185	3.16362
1288	1185	3.32631
1288	1197	3.23714
1288	1185	3.29247
1650	1185	3.42756
1288	1185	3.34962
1288	1185	3.05588
1288	1185	3.36284
1288	1078	3.20292
1650	1254	3.28159
1288	1185	3.16231
1288	1185	3.2958
1288	1185	3.2128
1650	1185	3.0955
1288	1185	3.20966
1654	1185	3.30474
1650	1185	3.34176
1288	1185	3.19009
1288	1172	3.13194
1474	1185	3.2685
1288	1185	3.26975
1288	1185	3.36987
1288	1185	3.9363
1288	1185	3.1537
1288	1185	3.20354
1288	1172	3.25464
1288	1185	3.19394
1288	1185	3.19707
1288	1185	3.37781
1288	1185	3.33825
