3561	2596	3.26528
3529	2618	3.1125
3561	2339	3.19144
4213	2004	3.30012
4213	2375	3.0381
4181	1899	3.23511
3529	2200	3.33976
3529	2437	3.35361
3561	2232	3.1422
3529	1391	3.23536
3538	2825	3.14671
3529	1912	3.26971
4268	2088	3.14032
3529	2190	3.26628
3529	2023	3.22894
3561	1990	3.20971
3529	2018	3.38223
4213	2478	3.34611
3529	2326	3.31577
4268	2375	3.5243
4268	2169	3.29739
4213	2186	3.19474
3529	1451	3.29133
3529	1515	3.38665
4213	1793	3.18797
4213	2618	3.32706
3529	2326	3.2183
4437	2082	3.03908
3529	1965	3.21561
3561	2032	3.36363
