2835	2628	3.48603
2836	2186	3.36389
2782	2781	3.3983
2836	2230	3.14121
2836	1978	3.21937
2836	2781	3.50569
2782	2781	3.33537
2835	2682	3.26834
2781	2369	3.24999
2835	2781	3.52079
2835	2710	3.54468
2781	2781	3.52381
2917	1702	3.3005
2782	2781	3.48584
2835	2604	3.43864
2781	2781	3.36214
2782	1962	3.45737
2781	2781	3.31083
2781	2781	3.37539
2835	2781	3.42578
2782	2781	3.30255
2836	2781	3.18085
2781	2781	3.5274
2917	2487	3.4819
2836	2782	3.20072
2781	1864	3.26056
2781	2373	3.31763
2781	2781	3.48906
2835	1982	3.43326
2835	2781	3.50395
