3148	1772	3.31803
3237	1879	3.26598
3157	1879	3.38108
3148	2110	3.35888
3151	1563	3.44312
3237	1937	3.17596
3148	1961	3.17127
3148	1977	3.12235
3154	2188	3.11588
3148	1772	3.14909
3237	1585	3.09655
3148	1696	3.0579
3148	1696	2.98987
3154	2285	3.14742
3402	2058	3.19237
3154	1585	3.105
3151	2026	3.26937
3148	1930	3.14671
3237	1879	3.02374
3148	2009	3.10633
3151	1666	3.18544
3237	1879	3.14087
3154	1961	3.20739
3148	1772	3.0886
3154	1772	3.13805
3237	1585	3.06973
3151	1961	3.11129
3148	1903	3.15492
3148	1961	3.13947
3151	1772	3.11952
